# group  group_size  exttype  extval  t  delta  Q_T  file
BO  48  angle  0.5339  50  0.977403389817883550  169.3748026820  qcoGBON0T50exttypeangleextval0.5339f1s0v0.0.0.txt
BO  48  angle  0.54082  50  0.967294863039045771  116.4204299797  qcoGBON0T50exttypeangleextval0.54082f1s0v0.0.0.txt
BO  48  angle  0.54255  50  0.964469175054394778  107.0060396480  qcoGBON0T50exttypeangleextval0.54255f1s0v0.0.0.txt
BO  48  angle  0.54348  50  0.962917287347817674  102.4458941085  qcoGBON0T50exttypeangleextval0.54348f1s0v0.0.0.txt
BO  48  angle  0.54717  50  0.956400984276539634  86.8410375819  qcoGBON0T50exttypeangleextval0.54717f1s0v0.0.0.txt
BO  48  angle  0.55072  50  0.949639698900335727  74.9178232813  qcoGBON0T50exttypeangleextval0.55072f1s0v0.0.0.txt
BO  48  angle  0.5514  50  0.948297773496293184  72.9222126539  qcoGBON0T50exttypeangleextval0.5514f1s0v0.0.0.txt
BO  48  angle  0.55238  50  0.946327383799181354  70.1727879706  qcoGBON0T50exttypeangleextval0.55238f1s0v0.0.0.txt
BO  48  angle  0.55462  50  0.941682951814228120  64.4269947297  qcoGBON0T50exttypeangleextval0.55462f1s0v0.0.0.txt
BO  48  angle  0.55738  50  0.935716819040511738  58.2640222911  qcoGBON0T50exttypeangleextval0.55738f1s0v0.0.0.txt
BO  48  angle  0.55882  50  0.932472229404372244  55.3693870607  qcoGBON0T50exttypeangleextval0.55882f1s0v0.0.0.txt
BO  48  angle  0.56338  50  0.921748800108896260  47.5095749203  qcoGBON0T50exttypeangleextval0.56338f1s0v0.0.0.txt
BO  48  angle  0.56881  50  0.907992282510691529  40.1080095477  qcoGBON0T50exttypeangleextval0.56881f1s0v0.0.0.txt
BO  48  angle  0.56962  50  0.905840393665539478  39.1456838490  qcoGBON0T50exttypeangleextval0.56962f1s0v0.0.0.txt
BO  48  angle  0.57391  50  0.894086271147667366  34.5788029256  qcoGBON0T50exttypeangleextval0.57391f1s0v0.0.0.txt
BO  48  angle  0.57746  50  0.883869132745577879  31.3594011323  qcoGBON0T50exttypeangleextval0.57746f1s0v0.0.0.txt
BO  48  angle  0.57812  50  0.881921264348370704  30.8087871043  qcoGBON0T50exttypeangleextval0.57812f1s0v0.0.0.txt
BO  48  angle  0.58095  50  0.873408200617145414  28.6009360679  qcoGBON0T50exttypeangleextval0.58095f1s0v0.0.0.txt
BO  48  angle  0.58462  50  0.861969666880065377  26.0625162154  qcoGBON0T50exttypeangleextval0.58462f1s0v0.0.0.txt
BO  48  angle  0.58716  50  0.853767628503404374  24.4863603390  qcoGBON0T50exttypeangleextval0.58716f1s0v0.0.0.txt
BO  48  angle  0.59  50  0.844327925502030951  22.8775020530  qcoGBON0T50exttypeangleextval0.59f1s0v0.0.0.txt
BO  48  angle  0.59434  50  0.829405685450216756  20.6965322493  qcoGBON0T50exttypeangleextval0.59434f1s0v0.0.0.txt
BO  48  angle  0.60396  50  0.794141650844767510  16.7952768805  qcoGBON0T50exttypeangleextval0.60396f1s0v0.0.0.txt
BO  48  angle  0.60748  50  0.780522186673060503  15.6227773391  qcoGBON0T50exttypeangleextval0.60748f1s0v0.0.0.txt
BO  48  angle  0.6092  50  0.773725839372850666  15.0901847958  qcoGBON0T50exttypeangleextval0.6092f1s0v0.0.0.txt
BO  48  angle  0.61261  50  0.765682686848562555  14.4995621589  qcoGBON0T50exttypeangleextval0.61261f1s0v0.0.0.txt
BO  48  angle  0.61345  50  0.763789054415256241  14.3663207647  qcoGBON0T50exttypeangleextval0.61345f1s0v0.0.0.txt
BO  48  angle  0.61728  50  0.764109045424332445  14.3886870774  qcoGBON0T50exttypeangleextval0.61728f1s0v0.0.0.txt
BO  48  angle  0.62264  50  0.742528379447399245  13.0039522863  qcoGBON0T50exttypeangleextval0.62264f1s0v0.0.0.txt
BO  48  angle  0.62338  50  0.746594315319784596  13.2469525487  qcoGBON0T50exttypeangleextval0.62338f1s0v0.0.0.txt
BO  48  angle  0.62385  50  0.749026184489415270  13.3960243026  qcoGBON0T50exttypeangleextval0.62385f1s0v0.0.0.txt
BO  48  angle  0.63208  50  0.774773110171143253  15.1701714379  qcoGBON0T50exttypeangleextval0.63208f1s0v0.0.0.txt
BO  48  angle  0.63265  50  0.769808308358869597  14.7973914991  qcoGBON0T50exttypeangleextval0.63265f1s0v0.0.0.txt
BO  48  angle  0.63366  50  0.762772161681285255  14.2956411046  qcoGBON0T50exttypeangleextval0.63366f1s0v0.0.0.txt
BO  48  angle  0.64151  50  0.770698616619055255  14.8630595994  qcoGBON0T50exttypeangleextval0.64151f1s0v0.0.0.txt
BO  48  angle  0.64655  50  0.739927183389990639  12.8524437161  qcoGBON0T50exttypeangleextval0.64655f1s0v0.0.0.txt
BO  48  angle  0.64957  50  0.760260717794013385  14.1236329932  qcoGBON0T50exttypeangleextval0.64957f1s0v0.0.0.txt
BO  48  angle  0.65152  50  0.783068931180178840  15.8308957847  qcoGBON0T50exttypeangleextval0.65152f1s0v0.0.0.txt
BO  48  angle  0.65254  50  0.789295052766557870  16.3607542337  qcoGBON0T50exttypeangleextval0.65254f1s0v0.0.0.txt
BO  48  angle  0.65591  50  0.786428844017615258  16.1130162413  qcoGBON0T50exttypeangleextval0.65591f1s0v0.0.0.txt
BO  48  angle  0.65934  50  0.802503516461354982  17.5948453092  qcoGBON0T50exttypeangleextval0.65934f1s0v0.0.0.txt
BO  48  angle  0.6625  50  0.815076435944858568  18.9325424209  qcoGBON0T50exttypeangleextval0.6625f1s0v0.0.0.txt
BO  48  angle  0.66346  50  0.816288021599174018  19.0710813212  qcoGBON0T50exttypeangleextval0.66346f1s0v0.0.0.txt
BO  48  angle  0.66379  50  0.812582651821079582  18.6530063871  qcoGBON0T50exttypeangleextval0.66379f1s0v0.0.0.txt
BO  48  angle  0.67241  50  0.820596307320478835  19.5788120374  qcoGBON0T50exttypeangleextval0.67241f1s0v0.0.0.txt
BO  48  angle  0.67647  50  0.815744939284945181  19.0087580723  qcoGBON0T50exttypeangleextval0.67647f1s0v0.0.0.txt
BO  48  angle  0.67925  50  0.808823171709283861  18.2453243817  qcoGBON0T50exttypeangleextval0.67925f1s0v0.0.0.txt
BO  48  angle  0.68182  50  0.822756845657893421  19.8426896061  qcoGBON0T50exttypeangleextval0.68182f1s0v0.0.0.txt
BO  48  angle  0.68539  50  0.822198150403248285  19.7738407352  qcoGBON0T50exttypeangleextval0.68539f1s0v0.0.0.txt
BO  48  angle  0.68908  50  0.774132106905706108  15.1211264838  qcoGBON0T50exttypeangleextval0.68908f1s0v0.0.0.txt
BO  48  angle  0.69444  50  0.765416520512988585  14.4807048957  qcoGBON0T50exttypeangleextval0.69444f1s0v0.0.0.txt
BO  48  angle  0.69737  50  0.780695426790110392  15.6367820751  qcoGBON0T50exttypeangleextval0.69737f1s0v0.0.0.txt
BO  48  angle  0.69811  50  0.783256370463125906  15.8464053340  qcoGBON0T50exttypeangleextval0.69811f1s0v0.0.0.txt
BO  48  angle  0.6988  50  0.784119909245965974  15.9182042235  qcoGBON0T50exttypeangleextval0.6988f1s0v0.0.0.txt
BO  48  angle  0.70526  50  0.741359269001666044  12.9354828275  qcoGBON0T50exttypeangleextval0.70526f1s0v0.0.0.txt
BO  48  angle  0.70652  50  0.743934864773238447  13.0871450817  qcoGBON0T50exttypeangleextval0.70652f1s0v0.0.0.txt
BO  48  angle  0.70796  50  0.751772087951577905  13.5678285815  qcoGBON0T50exttypeangleextval0.70796f1s0v0.0.0.txt
BO  48  angle  0.70909  50  0.764267347806617203  14.3997741847  qcoGBON0T50exttypeangleextval0.70909f1s0v0.0.0.txt
BO  48  angle  0.7125  50  0.791289111971600678  16.5371010513  qcoGBON0T50exttypeangleextval0.7125f1s0v0.0.0.txt
BO  48  angle  0.71296  50  0.773886431947268805  15.1024024595  qcoGBON0T50exttypeangleextval0.71296f1s0v0.0.0.txt
BO  48  angle  0.7156  50  0.772848208463016939  15.0237191046  qcoGBON0T50exttypeangleextval0.7156f1s0v0.0.0.txt
BO  48  angle  0.71951  50  0.772782890699679426  15.0187927892  qcoGBON0T50exttypeangleextval0.71951f1s0v0.0.0.txt
BO  48  angle  0.72368  50  0.764221052921140731  14.3965302758  qcoGBON0T50exttypeangleextval0.72368f1s0v0.0.0.txt
BO  48  angle  0.72464  50  0.759711272572516361  14.0864775933  qcoGBON0T50exttypeangleextval0.72464f1s0v0.0.0.txt
